Date,Time,Artist(s),Instruments/Details,Venue,Source
2025-12-27,16:00,Adithya Sridhar,,R R Sabha Hall Mylapore,BGS8912
2025-12-27,18:15,Ramana Balachander,,R R Sabha Hall Mylapore,BGS8912
2025-12-28,10:00,Stage Creation (Kathadi Ramamurthy),Drama: Yaathirai,R R Sabha Hall Mylapore,BGS8912
2025-12-28,10:00,Iyer Sisters Dr Srividya & Dr Sudha,,R R Sabha Hall Mylapore,BGS8912
2025-12-28,14:30,Dhanush Anantharaman,,R R Sabha Hall Mylapore,BGS8912
2025-12-28,16:00,Samyuktha,,R R Sabha Hall Mylapore,BGS8912
2025-12-28,18:15,Ranjani & Gayatri,,R R Sabha Hall Mylapore,BGS8912
2025-12-29,10:00,Vanitha Suresh,,R R Sabha Hall Mylapore,BGS8912
2025-12-29,14:30,Jayamangala Krishnamani,,R R Sabha Hall Mylapore,BGS8912
2025-12-29,16:00,Ranjani Radha V,,R R Sabha Hall Mylapore,BGS8912
2025-12-29,18:15,Ramakrishnan Murthy,,R R Sabha Hall Mylapore,BGS8912
2025-12-30,10:00,Sunil Gargeyan,,R R Sabha Hall Mylapore,BGS8912
2025-12-30,14:30,Prithvi Harish,,R R Sabha Hall Mylapore,BGS8912
2025-12-30,16:00,Uma Kumar,,R R Sabha Hall Mylapore,BGS8912
2025-12-30,18:15,Sandeep Narayan,,R R Sabha Hall Mylapore,BGS8912
2025-12-31,10:00,Vinaya Karthik Rajan & Vidya Kalyanaraman,,R R Sabha Hall Mylapore,BGS8912
2025-12-31,14:30,Sharadul Krishnathan,,R R Sabha Hall Mylapore,BGS8912
2025-12-31,16:00,Sreeranjani Muthusubramanian,,R R Sabha Hall Mylapore,BGS8912
2025-12-31,18:15,Anil Srinivas,,R R Sabha Hall Mylapore,BGS8912
2026-01-01,18:15,Ravikiran,,R R Sabha Hall Mylapore,BGS8912
2026-01-02,18:30,Meenakshi Chitharanjan & Disciples,Dance: Guruguho Jayati,R R Sabha Hall Mylapore,BGS8912
2026-01-03,18:30,Madurai R Muralidharan (Nrithyakshethra),Dance: Sakuntala,R R Sabha Hall Mylapore,BGS8912
2026-01-04,18:30,Anitha Guha's Bharathanjali,Dance: Mahadevam Mahasenam Bhaje,R R Sabha Hall Mylapore,BGS8912
2026-01-05,18:30,Dr. Lakshmi Ramaswamy's Sri Mudhralaya,Dance: Shivanubhava,R R Sabha Hall Mylapore,BGS8912
2026-01-06,18:30,Dr. Vempati Chinna Satyam's Kuchipudi Art Academy,Dance: Ardha Nareeswaram,R R Sabha Hall Mylapore,BGS8912
2026-01-07,18:30,Smt. Padmini Krishnamurthy (Saraswathi Gana Nilayam),Dance: Oozh - The Divine Destiny,R R Sabha Hall Mylapore,BGS8912
2026-01-08,18:30,Dr. Sheela Unnikrishnan (Sridevi Nrithyalaya),Dance: Siva Nava Bhakthi,R R Sabha Hall Mylapore,BGS8912
2026-01-03,18:00,Rama Vaidyanathan,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-03,19:45,Urmila Sathyanarayanan,Natya Sankalpaa - Bharatanatyam - Group - 'Karunya Kavya' Legend behind poetic masterpieces,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-04,09:30,Pritam Das,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-04,11:00,Apoorva Jayaraman,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-04,12:30,Anwesha Das,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-04,18:00,Navia Natarajan,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-04,19:45,Monisa Nayak,Kathak - Group - Dhaara,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-05,09:30,Divya Hoskere,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-05,11:00,Avijit Das,Kuchipudi,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-05,12:30,Vidhya Subramanian,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-05,18:00,P. Praveen Kumar,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-05,19:45,Dr. Sheela Unnikrishnan's Sridevi Nrithyalaya,Bharatanatyam - Group - Ekadasa Vishnum,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-06,09:30,P.V. Adithya,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-06,11:00,Vidhun Kumar,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-06,12:30,K.P. Rakesh,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-06,18:00,Priyadarshini Govind,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-06,19:45,Sharmila Biswas,Odissi - Group - Murta Maheswara : A Dance-Theatre - Musical show,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-07,09:30,Lekha Prasad,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-07,11:00,Harinie Jeevitha,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-07,12:30,Pavitra Bhatt,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-07,18:00,G. Narendra,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-07,19:45,Jigyasa Giri's Devaniya,Kathak - Group - DIIS - Dancing Illusions in Stillness,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-08,09:30,K. R. Manasvini,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-08,11:00,Shweta Prachande,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-08,12:30,Parshwanath S. Upadhye,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-08,18:00,Shijith Nambiar & Parvathy Menon,Bharatanatyam - Duo,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-08,19:45,"Sri Idagunji Mahaganapati Yakshagana Mandali, Keremane Shivananda Hegde",Yakshagana - Group - Dakshayajna,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-09,09:30,Kavya Muralidaran,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-09,11:00,Bhavajan Kumar,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-09,12:30,S. Yogesh Kumar,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-09,18:00,Vaibhav Arekar,Bharatanatyam,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2026-01-09,19:45,Nrityagram,Odissi - Group,T.T. Krishnamachari Auditorium,16X21 MUSIC ACADEMY DANCE-FESTIVAL 2025-2026_271125_Final
2025-12-13,15:15,Students of The Tamilnadu Dr J Jayalalithaa Music and Fine Arts University,,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-13,16:00,Inaugural Function,,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-13,16:30,Vid. N. Ravikiran,Chitravina,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-13,19:00,,Sangeetha Bhakthi Samarpanam,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-14,10:30,Maadhu Balaji and his Crazy Team,Crazy Premier League (Drama),Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-14,15:00,Students of U Ve Dushyanth Sridhar,Mana Nimmathi Tharum Gopalan - Part 1 (Desika Daya),Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-14,16:30,Vid. Ramakrishnan Murthy,Vocal,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-14,18:45,Vid. R.K.Shriramkumar & Kalaimamani Vid. Thiruvaarur Bakthavathsalam,Violin & Mridangam,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-15,16:30,U.Ve. Dushyant Sridhar with Vid. Anahita Ravindran & Vid. Apoorva Ravindran,Vocal duet,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-15,18:45,Vid. Kunnakudi M. Balamuralikrishnan,Vocal,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-16,16:30,Papanasam Vid. Ashok Ramani,Vocal,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-16,18:45,Vid. N. Vijay Siva (Support: Vid. Swaminathan S.),Vocal,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-17,16:30,Ms. Subhshree Thanikachalam,The Philosophy of Tamil Film Music,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-17,18:45,Vid. K. Bharat Sundar,Vocal,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-18,16:30,Vid. Nagai R. Muralidharan (Support: Vid. Dr. Badrinarayanan),Violin,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-18,18:45,Vid. Abhishek Raghuram,Vocal,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-19,16:30,Vid. Flute J.A.Jayant,Flute Ensemble,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-19,18:45,Vid. Ashwath Narayanan,Vocal,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-20,10:30,Sri. Y. Gee Mahendra & Ms. YG Madhuvanthii,"PANJUMON & ""LIGHTS ON"" (Drama)",Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-20,16:30,Vid. Charumathi Raghuraman,Violin,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-20,18:45,Vid. Ramana Balachandhran,Veena,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-21,10:30,Dummies Drama,Kapidwaja (Drama),Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-21,15:00,Students of U Ve Dushyanth Sridhar,Mana Nimmathi Tharum Gopalan - Part 2 (Desika Daya),Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-21,16:30,Prince Rama Varma,Vocal,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-21,18:45,Vid. Anil Srinivasan; Vid. Sikkil C. Gurucharan; Sri. Madhan Karky,Piano; Vocal; Special Performance,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-22,16:30,Vid. Nirmala Rajasekhar,Veena / All Woman ensemble,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-22,18:45,Vid. Rajhesh Vaidhya,Veena,Sri Sankara Vidhyashramam Mat. Hr. Sec. School Auditorium Chennai,GLOBAL
2025-12-18,14:00,Madhumitha Doraiswamy,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-18,15:00,Dr. S Nithyasree,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-18,16:30,Vasudha Keshav,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-18,19:00,Sandeep Narayanan,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-19,14:00,"Rupa Ramanathan, Shreya R",,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-19,15:00,"Barghav Hariharan, Krupaa Lakshmni",,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-19,16:30,Papanasam Ashok Ramani,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-19,19:00,Ramakrishnamurthy,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-20,14:00,Madhuvanthy Athreya,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-20,15:00,Nandhika & Dheepika,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-20,16:30,J A Jayanth,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-20,19:00,Abishek Raghuram,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-21,14:00,Rajiv Ramakrishnan,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-21,15:00,Iyer Sisters,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-21,16:30,Sunil Gargyan,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-21,19:00,Lalgudi G JR Krishnan & Lalgudi Vijayalakshmi,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-22,14:00,Aathrayee Krishna,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-22,15:00,Bharath Narayanan,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-22,16:30,Jayashree Vaidyanathan,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-22,19:00,Sanjay Subramaniam,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-23,14:00,Anirudh Sethuraman,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-23,15:00,Pragadeesh Shanmuga Raja,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-23,16:30,Archana & Aarthi,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-23,19:00,Sikkil G Gurucharan,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-24,14:00,Bhuvana A,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-24,15:00,Sriranjani Kaushik,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-24,16:30,G Ravikiran,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-24,19:00,Trichur Brothers,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-25,07:30,Sailesh Josyula,Devotional Music,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-25,08:30,Madhuvanthi Group,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-25,10:00,Sudha Seshayyan,Lec Dem,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-25,11:00,Dr. Raama Kowsalya,Lec Dem,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-25,12:00,Telugu Taruni Group,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-25,14:00,E R Anirudh,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-25,15:00,Madurai Sivaganesh,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-25,16:30,Vidya Kalayanaraman,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-25,19:00,Kunnakudi M Balamuralikrishna,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-26,14:00,Srijith Poosarla,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-26,15:00,Cuddalore Vikram Sai Prasad,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-26,16:30,Thoppur Sairam,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-26,19:00,Sid Sreeram,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-27,14:00,Swartimika,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-27,15:00,Bhavya Hari,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-27,16:30,Lalitha & Nandini,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-27,19:00,Palakkad Ramprasad,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-28,14:00,Delhi Sisters,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-28,15:00,J B Keerthana,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-28,16:30,A S Murali,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-28,19:00,N Vijay Siva,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-29,09:00,Dr. Premeela Gurumurthy,Lec Dem,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-29,10:00,Dr. Baby Sreeram,Lec Dem,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-29,11:30,Vishruthi Girish,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-29,14:00,Nanditha Kannan,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-29,15:15,Maharajapuram Ganesh Viswanathan,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-29,16:30,Shruti Vidhyashankar,Bharathanatyam,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-29,18:00,Nada Gurukulam Cultural wing,Thematic Presentation,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-29,19:15,Sridevi Nithyalaya,Presents Bhakthi Shanmargam,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-30,09:00,Swasthika Jaisimhan,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-30,10:05,Krishnapriya R,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-30,11:10,Smrithi,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-30,12:15,Meera Rathnagiri,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-30,14:00,Shravanthy Subramaniane,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-30,15:05,Harshini,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-30,16:30,Anushkaa Ramanathan,Bharathanatyam,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-30,18:00,"Sreedevi, Jayakrishnan",Bharathanatyam,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-30,19:15,Srekala Bhartha & Thejas Group,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-31,09:00,Sai Brindha Ramachandran,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-31,10:05,Shreya Anil,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-31,11:10,Varun Sivakumar,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-31,12:15,Tanish Karthik,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-31,15:00,Ananya Anand,,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-31,16:30,Smt. Subhashri Sasidharan,Shaankara Shaaradam,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-31,18:00,"Pranav Pradeep, Keerthana Anil",Bharathanatyam,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-31,19:15,"Rohini Prabhath, Smt. Medhavnini Veakhedi",Dance DAKSHINOTTARAM,Ethiraja Kalyana Nilayam #87 TTK Road Alwarpet Chennai 600 018,INDFINEARTS
2025-12-24,15:30,Ariyathurai G Udayakumar & Sriperumbudur N Vijayakrishnan,Mangala Isai-Nadaswaram,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-24,15:30,KST Prasanth Sairam & Vedaranyam VL Harish,Nadapallava - Thavil,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-24,17:30,Arjun Sambasivan & Narayanan & Nagarcoil Anand & Palayamkottai Guru Raghavendra & Sai Subramanian,Keyboard Violin Mridangam Morsing Fusion (Following Inauguration),Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-25,09:15,Anish Neervannan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-25,10:45,S N Sasanka,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-25,11:00,Prameela Mandayam,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-25,12:00,Vignesh & Aparna,Violin Duet,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-25,13:00,Priya Balaraman,Veena,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-25,14:45,Kamala Deepthi,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-25,16:30,Sruthi Varsha & Shri Haripriya,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-25,18:30,Palghat Ramprasad,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-26,09:15,Surya Ganesan & Satya Ganesan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-26,12:15,Uma Ranganathan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-26,14:45,Gayatri Mani,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-26,16:30,Vignesh,Guitar,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-26,18:30,D Balakrishna & Srinivasa Prasanna,Veenai Duet,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-27,09:15,Srinithyaa Parthasarathy,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-27,10:45,Krishna Palya,Veenai,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-27,12:15,Chinmayi Palyie,Flute,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-27,14:45,Madura Sriram,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-27,16:30,Vaishnavi Anand,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-27,18:30,Rajhesh Vaidhya & JA Jayanth,Winds and Strings - Veenai & Flute,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
